reseña_id,libro_id,cliente_id,calificacion,comentario,fecha_reseña
1422,624-9-75-374057-1,622,5,De lo mejor que he leído últimamente.,2024-06-04
1423,562-2-71-926026-8,368,4,"Cumple lo que promete, recomendable.",2022-06-22
1424,903-2-14-303183-3,282,4,Interesante y bien estructurado.,2025-10-17
1425,797-9-83-676074-3,492,5,"Magnífico, superó mis expectativas.",2024-08-18
1426,651-8-87-114860-7,271,2,No me convenció la trama.,2023-04-01
1427,696-9-44-391649-8,667,5,De lo mejor que he leído últimamente.,2023-01-19
1428,502-3-13-744715-4,393,3,"Está bien, pero no me atrapó del todo.",2021-09-15
1429,079-3-34-960501-1,748,1,"No me gustó nada, mal escrito.",2021-02-22
1430,962-5-05-073249-0,476,2,"No lo recomendaría, bastante predecible.",2020-02-03
1431,198-2-81-794779-4,293,2,"Flojo, esperaba más del autor.",2025-07-14
1432,644-4-84-368681-8,551,4,"Buena historia, bien desarrollada.",2025-08-03
1433,197-7-89-516650-2,675,1,Confuso y aburrido.,2020-11-24
1434,425-2-51-618575-7,258,3,"Pasable, lectura ligera.",2020-10-19
1435,308-4-83-972006-0,682,2,No me convenció la trama.,2022-10-21
1436,241-7-03-642373-0,213,1,"No me gustó nada, mal escrito.",2024-04-25
1437,580-3-91-277905-8,454,1,"No me gustó nada, mal escrito.",2025-03-02
1438,821-7-39-295786-3,734,2,"No lo recomendaría, bastante predecible.",2024-05-12
1439,769-2-68-994738-2,531,2,"Flojo, esperaba más del autor.",2021-05-15
1440,801-1-30-852315-5,693,3,"Regular, algunas partes aburridas.",2024-01-16
1441,074-1-20-948181-7,424,1,"No me gustó nada, mal escrito.",2024-11-13
1442,965-6-88-720204-7,216,2,Poco claro en algunos capítulos.,2021-05-05
1443,110-1-46-023535-9,449,1,"Muy malo, una pérdida de tiempo.",2025-04-30
1444,216-5-15-567337-5,359,3,"Está bien, pero no me atrapó del todo.",2022-10-15
1445,527-2-84-539749-1,712,1,No vale la pena leerlo.,2023-10-18
1446,091-8-43-579786-3,262,3,"Regular, algunas partes aburridas.",2021-03-15
1447,893-4-86-883906-4,700,2,Poco claro en algunos capítulos.,2023-11-23
1448,958-8-07-327146-2,398,1,De los peores libros que he leído.,2024-01-07
1449,841-9-66-229131-2,457,1,De los peores libros que he leído.,2024-11-27
1450,369-0-86-602296-3,502,5,De lo mejor que he leído últimamente.,2022-02-16
1451,356-7-94-154094-3,392,5,"Magnífico, superó mis expectativas.",2023-08-18
1452,970-6-44-071253-4,482,5,"Simplemente perfecto, gran autor.",2021-10-18
1453,635-3-39-055044-5,744,2,"No lo recomendaría, bastante predecible.",2023-04-26
1454,387-1-35-566963-4,755,3,"Pasable, lectura ligera.",2020-01-03
1455,671-9-79-697816-8,589,2,"Flojo, esperaba más del autor.",2024-01-31
1456,558-7-74-526348-8,529,1,No vale la pena leerlo.,2024-05-06
1457,537-0-62-728167-6,737,4,"Buen libro, aunque con algunos altibajos.",2021-09-23
1458,940-4-39-351602-4,531,4,"Buena historia, bien desarrollada.",2021-03-28
1459,926-9-32-657327-3,736,1,"Muy malo, una pérdida de tiempo.",2021-06-15
1460,452-7-19-367857-2,233,2,"Flojo, esperaba más del autor.",2025-06-11
1461,825-3-20-831681-3,302,1,No vale la pena leerlo.,2024-05-10
1462,971-5-80-851115-3,739,5,"Simplemente perfecto, gran autor.",2022-11-14
1463,172-2-60-164597-6,576,2,"Demasiado simple, le falta desarrollo.",2020-10-17
1464,659-6-57-569245-9,414,4,"Muy bueno, aunque esperaba un poco más.",2025-04-01
1465,289-9-31-608752-6,570,5,De lo mejor que he leído últimamente.,2024-02-20
1466,975-2-45-086403-9,473,5,"Excelente libro, lo recomiendo totalmente.",2020-10-15
1467,731-3-40-377917-0,280,2,"Demasiado simple, le falta desarrollo.",2021-02-01
1468,865-6-19-425577-5,437,5,De lo mejor que he leído últimamente.,2022-02-15
1469,114-8-65-658189-0,739,2,"Demasiado simple, le falta desarrollo.",2022-01-02
1470,928-3-53-424950-8,772,4,"Muy bueno, aunque esperaba un poco más.",2024-01-06
1471,000-2-42-012776-3,638,1,"No me gustó nada, mal escrito.",2022-01-08
1472,049-8-86-453868-3,612,5,"Magnífico, superó mis expectativas.",2021-10-09
1473,674-0-01-847669-8,654,3,"Correcto, aunque esperaba más profundidad.",2023-08-22
1474,630-2-12-918236-5,623,4,"Buena historia, bien desarrollada.",2022-09-12
1475,711-3-83-514635-5,759,2,"No lo recomendaría, bastante predecible.",2022-11-06
1476,408-3-37-836159-7,664,4,"Cumple lo que promete, recomendable.",2020-01-01
1477,602-5-92-222064-4,492,5,"Excelente libro, lo recomiendo totalmente.",2025-10-21
1478,322-6-26-114243-4,510,1,Confuso y aburrido.,2022-06-27
1479,136-9-41-264106-5,523,1,Confuso y aburrido.,2025-09-25
1480,859-6-35-722315-2,785,5,"Una lectura imprescindible, muy bien escrito.",2021-01-21
1481,384-6-89-500975-2,672,3,"Regular, algunas partes aburridas.",2021-07-20
1482,557-1-42-116220-2,576,5,"Una lectura imprescindible, muy bien escrito.",2022-08-12
1483,939-1-85-362054-7,508,1,No vale la pena leerlo.,2024-06-25
1484,428-8-78-925986-4,423,1,Confuso y aburrido.,2025-05-30
1485,578-9-68-335570-0,700,5,"Excelente libro, lo recomiendo totalmente.",2023-05-15
1486,851-4-03-696566-7,791,4,"Muy bueno, aunque esperaba un poco más.",2020-08-17
1487,169-4-26-166647-2,557,4,"Cumple lo que promete, recomendable.",2021-05-08
1488,857-0-42-402555-9,212,4,"Muy bueno, aunque esperaba un poco más.",2023-06-02
1489,663-7-86-120459-5,243,3,Tiene puntos interesantes pero no destaca.,2021-09-04
1490,611-1-47-620734-4,715,2,No me convenció la trama.,2020-07-25
1491,519-6-83-948422-9,657,5,"Simplemente perfecto, gran autor.",2025-08-29
1492,316-1-17-768729-0,428,4,"Buena historia, bien desarrollada.",2024-06-03
1493,858-1-81-045024-4,336,3,"Está bien, pero no me atrapó del todo.",2025-05-03
1494,496-3-08-397725-5,251,5,De lo mejor que he leído últimamente.,2022-12-11
1495,513-3-05-319497-8,609,5,De lo mejor que he leído últimamente.,2021-06-18
1496,566-7-06-362198-3,693,5,"Una lectura imprescindible, muy bien escrito.",2025-06-21
1497,693-6-24-088516-6,786,2,"Demasiado simple, le falta desarrollo.",2022-10-05
1498,503-7-54-807805-0,274,3,"Pasable, lectura ligera.",2023-08-17
1499,444-5-03-231248-0,292,1,De los peores libros que he leído.,2024-09-30
1500,492-0-31-759145-8,557,2,Poco claro en algunos capítulos.,2023-11-12
1501,278-3-32-859683-4,225,3,"Regular, algunas partes aburridas.",2023-12-03
1502,642-3-82-235522-8,350,4,"Muy bueno, aunque esperaba un poco más.",2022-08-14
1503,106-1-66-910082-0,583,2,"Flojo, esperaba más del autor.",2021-04-05
1504,968-5-49-822749-1,449,5,"Una lectura imprescindible, muy bien escrito.",2023-03-24
1505,825-0-71-461125-8,552,1,Confuso y aburrido.,2025-01-17
1506,342-8-90-426854-3,224,3,"Regular, algunas partes aburridas.",2022-05-17
1507,601-7-03-961017-3,760,5,"Magnífico, superó mis expectativas.",2025-06-01
1508,482-3-73-379121-4,219,4,"Buen libro, aunque con algunos altibajos.",2020-06-27
1509,846-1-68-787321-9,375,1,Confuso y aburrido.,2022-04-02
1510,159-0-11-250231-2,255,4,"Muy bueno, aunque esperaba un poco más.",2020-09-29
1511,723-0-99-070464-7,478,3,"Está bien, pero no me atrapó del todo.",2020-03-19
1512,387-3-45-052194-7,596,2,"No lo recomendaría, bastante predecible.",2025-09-13
1513,802-7-11-221823-1,524,4,"Buen libro, aunque con algunos altibajos.",2020-12-26
1514,317-2-66-528246-0,404,5,De lo mejor que he leído últimamente.,2020-03-29
1515,505-0-61-387829-4,454,5,"Magnífico, superó mis expectativas.",2023-09-28
1516,971-5-80-851115-3,603,2,"Flojo, esperaba más del autor.",2023-11-21
1517,247-6-86-707167-1,564,3,"Regular, algunas partes aburridas.",2025-08-15
1518,062-2-30-635673-7,264,3,"Pasable, lectura ligera.",2020-04-30
1519,343-1-53-293149-9,487,2,No me convenció la trama.,2023-10-31
1520,519-6-83-948422-9,341,1,De los peores libros que he leído.,2022-07-20
1521,822-1-19-457205-6,447,5,"Una lectura imprescindible, muy bien escrito.",2024-10-12
1522,314-5-94-568150-5,538,4,"Buen libro, aunque con algunos altibajos.",2021-06-23
1523,033-2-49-675745-9,342,5,"Simplemente perfecto, gran autor.",2022-04-08
1524,712-1-24-139369-0,517,5,"Una lectura imprescindible, muy bien escrito.",2024-10-27
1525,184-9-37-846790-4,779,2,Poco claro en algunos capítulos.,2020-10-04
1526,947-4-34-188157-3,746,1,"No me gustó nada, mal escrito.",2023-07-24
1527,562-2-21-905334-6,231,3,"Pasable, lectura ligera.",2024-08-11
1528,554-0-77-005355-4,654,3,"Regular, algunas partes aburridas.",2022-02-08
1529,117-5-95-749885-5,335,2,"Flojo, esperaba más del autor.",2022-12-29
1530,975-2-54-217191-5,781,5,"Una lectura imprescindible, muy bien escrito.",2022-08-09
1531,709-3-40-991650-1,227,3,"Está bien, pero no me atrapó del todo.",2025-05-06
1532,948-2-32-204144-1,715,5,De lo mejor que he leído últimamente.,2024-03-11
1533,494-6-92-085649-4,597,4,"Cumple lo que promete, recomendable.",2021-07-17
1534,364-8-82-159773-5,398,2,"Flojo, esperaba más del autor.",2024-07-31
1535,481-2-60-422325-1,477,4,Interesante y bien estructurado.,2022-04-10
1536,260-8-25-263794-4,268,2,"No lo recomendaría, bastante predecible.",2025-06-29
1537,272-9-43-610909-2,669,2,"No lo recomendaría, bastante predecible.",2024-07-16
1538,884-7-95-137116-0,590,3,"Pasable, lectura ligera.",2020-06-06
1539,315-2-27-911074-8,312,4,"Cumple lo que promete, recomendable.",2020-06-22
1540,531-4-51-341700-8,732,5,De lo mejor que he leído últimamente.,2020-06-09
1541,539-7-20-560064-3,597,5,"Excelente libro, lo recomiendo totalmente.",2022-02-16
1542,295-9-86-777055-8,651,4,"Buena historia, bien desarrollada.",2023-03-17
1543,629-2-25-953762-6,371,4,"Buena historia, bien desarrollada.",2020-08-11
1544,158-9-96-099326-7,346,4,"Cumple lo que promete, recomendable.",2021-01-05
1545,161-6-93-133363-7,316,2,"Demasiado simple, le falta desarrollo.",2021-07-08
1546,635-1-45-228232-7,624,3,"Pasable, lectura ligera.",2020-04-12
1547,315-3-50-696261-1,665,5,"Una lectura imprescindible, muy bien escrito.",2025-02-05
1548,859-1-77-932382-4,457,3,"Regular, algunas partes aburridas.",2021-05-21
1549,933-5-13-426192-0,317,4,"Buena historia, bien desarrollada.",2020-12-15
1550,589-6-01-937728-9,594,5,"Simplemente perfecto, gran autor.",2021-10-16
1551,414-1-24-043968-0,764,4,"Muy bueno, aunque esperaba un poco más.",2021-11-30
1552,790-3-36-759479-9,780,2,No me convenció la trama.,2021-08-15
1553,315-3-50-696261-1,253,4,"Buena historia, bien desarrollada.",2023-06-21
1554,732-3-72-492921-5,496,2,"Flojo, esperaba más del autor.",2021-06-22
1555,747-7-65-659070-5,204,5,"Magnífico, superó mis expectativas.",2020-02-20
1556,000-2-42-012776-3,710,4,"Buen libro, aunque con algunos altibajos.",2020-01-24
1557,882-3-98-843772-7,706,2,No me convenció la trama.,2025-05-02
1558,232-4-69-355169-3,620,4,"Muy bueno, aunque esperaba un poco más.",2020-01-27
1559,826-4-29-518525-1,761,3,Tiene puntos interesantes pero no destaca.,2022-04-30
1560,327-8-81-476174-6,390,2,"Flojo, esperaba más del autor.",2023-11-30
1561,773-3-29-456255-0,349,1,No vale la pena leerlo.,2023-05-07
1562,359-0-94-904447-2,290,1,"Muy malo, una pérdida de tiempo.",2024-09-03
1563,903-4-21-348548-5,366,3,Tiene puntos interesantes pero no destaca.,2021-12-27
1564,207-8-18-741465-9,793,3,"Está bien, pero no me atrapó del todo.",2021-01-16
1565,980-4-33-315696-7,531,3,"Pasable, lectura ligera.",2020-10-04
1566,887-0-71-360421-3,764,1,Confuso y aburrido.,2025-04-12
1567,029-1-61-746902-5,325,3,"Correcto, aunque esperaba más profundidad.",2024-08-21
1568,781-3-62-480467-0,415,2,"Demasiado simple, le falta desarrollo.",2020-08-26
1569,056-6-18-632397-0,786,5,"Excelente libro, lo recomiendo totalmente.",2025-06-04
1570,637-4-06-859646-6,495,4,"Buen libro, aunque con algunos altibajos.",2023-07-20
1571,348-6-96-537155-8,739,5,"Simplemente perfecto, gran autor.",2023-12-20
1572,516-9-94-970890-5,777,4,"Buen libro, aunque con algunos altibajos.",2025-07-31
1573,783-1-35-719093-8,385,5,"Una lectura imprescindible, muy bien escrito.",2023-04-04
1574,130-7-16-753216-0,202,1,"Muy malo, una pérdida de tiempo.",2025-03-19
1575,828-5-60-539707-2,413,5,De lo mejor que he leído últimamente.,2024-08-22
1576,114-1-52-085076-4,542,3,Tiene puntos interesantes pero no destaca.,2022-05-19
1577,830-4-69-901398-6,407,3,"Correcto, aunque esperaba más profundidad.",2020-10-04
1578,288-4-63-773485-3,508,5,"Simplemente perfecto, gran autor.",2023-08-19
1579,932-4-60-953962-6,317,3,"Correcto, aunque esperaba más profundidad.",2024-06-10
1580,576-8-29-967282-1,230,2,No me convenció la trama.,2023-09-15
1581,771-5-68-539091-1,691,4,"Muy bueno, aunque esperaba un poco más.",2021-07-10
1582,818-3-38-070331-9,360,4,"Buen libro, aunque con algunos altibajos.",2023-10-04
1583,232-8-64-250464-8,624,1,No vale la pena leerlo.,2023-05-11
1584,862-6-46-161501-4,524,5,"Simplemente perfecto, gran autor.",2020-03-17
1585,287-3-14-249562-5,792,3,"Correcto, aunque esperaba más profundidad.",2020-09-28
1586,282-6-25-420412-8,488,1,Confuso y aburrido.,2024-03-16
1587,007-5-07-975221-1,370,5,"Simplemente perfecto, gran autor.",2024-05-14
1588,016-7-67-187762-8,320,3,"Correcto, aunque esperaba más profundidad.",2020-05-09
1589,425-0-79-669978-0,624,1,De los peores libros que he leído.,2022-08-31
1590,685-7-43-973847-9,663,3,"Regular, algunas partes aburridas.",2023-05-23
1591,344-4-86-722883-7,315,3,"Está bien, pero no me atrapó del todo.",2022-04-07
1592,824-0-73-333732-1,655,5,"Excelente libro, lo recomiendo totalmente.",2025-05-30
1593,935-7-63-381235-9,358,2,Poco claro en algunos capítulos.,2025-06-03
1594,625-3-95-639487-5,518,3,"Regular, algunas partes aburridas.",2021-02-06
1595,161-9-46-537092-5,336,2,"Flojo, esperaba más del autor.",2025-02-24
1596,858-4-31-357408-0,735,1,"Muy malo, una pérdida de tiempo.",2023-06-27
1597,071-4-01-401193-7,290,3,"Pasable, lectura ligera.",2020-07-07
1598,812-2-82-178192-9,734,3,"Está bien, pero no me atrapó del todo.",2023-07-02
1599,009-4-09-165737-3,529,2,No me convenció la trama.,2023-03-19
1600,056-8-78-071265-5,746,3,"Pasable, lectura ligera.",2021-04-26
1601,752-2-79-294965-5,353,2,Poco claro en algunos capítulos.,2021-04-13
1602,518-6-36-374545-3,774,5,"Excelente libro, lo recomiendo totalmente.",2022-04-26
1603,871-6-90-733821-5,559,5,"Magnífico, superó mis expectativas.",2023-01-15
1604,994-5-29-517122-0,491,5,"Una lectura imprescindible, muy bien escrito.",2021-12-02
1605,857-9-06-477159-8,519,5,"Magnífico, superó mis expectativas.",2024-12-22
1606,507-2-08-115562-2,334,1,De los peores libros que he leído.,2020-07-25
1607,450-5-73-036279-5,593,1,"Muy malo, una pérdida de tiempo.",2024-10-12
1608,405-0-85-013474-1,384,5,"Simplemente perfecto, gran autor.",2024-12-31
1609,915-7-98-155518-8,520,3,"Regular, algunas partes aburridas.",2020-11-17
1610,612-3-58-790507-1,782,2,"Flojo, esperaba más del autor.",2025-04-02
1611,483-7-44-171581-3,667,3,"Pasable, lectura ligera.",2025-04-11
1612,567-9-81-302656-6,430,2,"Demasiado simple, le falta desarrollo.",2022-11-22
1613,437-6-36-628711-6,602,2,Poco claro en algunos capítulos.,2023-08-23
1614,316-8-15-164919-0,700,1,"Muy malo, una pérdida de tiempo.",2025-04-30
1615,815-7-24-500000-4,560,4,"Cumple lo que promete, recomendable.",2021-11-30
1616,502-7-49-623838-5,557,5,"Simplemente perfecto, gran autor.",2021-06-05
1617,265-6-79-926624-0,306,4,"Muy bueno, aunque esperaba un poco más.",2023-08-27
1618,000-1-05-689779-8,273,3,Tiene puntos interesantes pero no destaca.,2025-03-03
1619,683-2-02-271131-2,624,2,"Demasiado simple, le falta desarrollo.",2022-09-25
1620,618-0-30-387942-9,363,4,"Cumple lo que promete, recomendable.",2020-09-27
1621,199-7-71-180167-7,414,5,De lo mejor que he leído últimamente.,2024-11-18
1622,501-2-32-900112-0,551,5,"Una lectura imprescindible, muy bien escrito.",2021-12-09
1623,445-5-11-668297-2,788,4,"Muy bueno, aunque esperaba un poco más.",2025-03-11
1624,691-0-82-965612-5,769,1,De los peores libros que he leído.,2021-12-22
1625,448-3-72-687793-8,616,1,No vale la pena leerlo.,2021-03-21
1626,876-5-97-324605-4,589,3,"Pasable, lectura ligera.",2020-09-08
1627,967-3-79-487148-7,423,2,"Demasiado simple, le falta desarrollo.",2020-01-01
1628,174-6-53-537801-4,353,4,"Buen libro, aunque con algunos altibajos.",2023-04-08
1629,252-5-43-093535-0,792,4,Interesante y bien estructurado.,2022-04-22
1630,590-7-31-282111-6,507,5,"Magnífico, superó mis expectativas.",2024-11-15
1631,338-7-89-591905-9,292,5,"Excelente libro, lo recomiendo totalmente.",2025-09-21
1632,580-0-87-575751-2,331,3,"Está bien, pero no me atrapó del todo.",2024-02-21
1633,095-1-13-912227-2,255,1,No vale la pena leerlo.,2024-01-11
1634,348-6-40-104246-2,489,1,"No me gustó nada, mal escrito.",2024-11-03
1635,238-7-48-489369-3,604,3,"Pasable, lectura ligera.",2024-07-21
1636,241-7-03-642373-0,646,5,"Una lectura imprescindible, muy bien escrito.",2021-12-11
1637,848-6-18-174575-6,343,2,"Demasiado simple, le falta desarrollo.",2024-04-24
1638,604-7-09-280337-3,628,2,Poco claro en algunos capítulos.,2021-05-29
1639,322-7-75-213530-0,212,1,"Muy malo, una pérdida de tiempo.",2021-08-12
1640,000-4-71-940656-6,648,2,"Flojo, esperaba más del autor.",2021-07-16
1641,143-8-27-646123-9,667,5,De lo mejor que he leído últimamente.,2022-01-06
1642,723-8-61-601861-1,722,4,"Buen libro, aunque con algunos altibajos.",2025-01-17
1643,693-8-05-145386-2,564,2,No me convenció la trama.,2024-10-05
1644,328-0-19-409451-2,208,5,De lo mejor que he leído últimamente.,2022-08-27
1645,290-5-88-841936-5,476,4,"Buen libro, aunque con algunos altibajos.",2024-02-12
1646,432-5-62-168936-3,239,5,De lo mejor que he leído últimamente.,2024-02-18
1647,905-6-70-867009-1,795,4,"Muy bueno, aunque esperaba un poco más.",2021-08-04
1648,487-8-64-801051-6,487,4,"Buen libro, aunque con algunos altibajos.",2020-11-16
1649,907-9-23-285337-2,291,2,"No lo recomendaría, bastante predecible.",2020-11-15
1650,681-3-56-362244-2,794,3,Tiene puntos interesantes pero no destaca.,2020-08-04
1651,307-0-90-633602-9,748,1,De los peores libros que he leído.,2025-02-02
1652,298-3-31-265281-6,681,5,"Magnífico, superó mis expectativas.",2024-09-20
1653,435-0-69-782099-0,502,3,"Regular, algunas partes aburridas.",2020-05-24
1654,426-5-49-537057-1,512,5,"Magnífico, superó mis expectativas.",2020-09-08
1655,376-4-94-133098-1,793,2,"Demasiado simple, le falta desarrollo.",2020-07-30
1656,282-9-33-528789-8,228,3,"Pasable, lectura ligera.",2020-12-03
1657,039-8-86-365362-5,718,1,Confuso y aburrido.,2022-10-29
1658,452-0-36-089411-9,488,3,"Correcto, aunque esperaba más profundidad.",2020-02-28
1659,505-5-73-857368-0,379,5,"Una lectura imprescindible, muy bien escrito.",2025-01-03
1660,744-2-17-563949-5,380,3,"Regular, algunas partes aburridas.",2025-06-09
1661,376-9-92-964447-0,741,1,Confuso y aburrido.,2020-12-11
1662,750-0-03-056619-2,358,4,"Cumple lo que promete, recomendable.",2024-04-18
1663,246-8-96-701656-0,651,2,No me convenció la trama.,2023-11-14
1664,193-9-28-456797-0,471,1,"Muy malo, una pérdida de tiempo.",2021-11-17
1665,610-0-49-835900-1,609,4,"Buena historia, bien desarrollada.",2025-05-04
1666,588-4-54-908678-8,440,4,"Cumple lo que promete, recomendable.",2025-04-27
1667,852-9-64-552175-3,349,5,De lo mejor que he leído últimamente.,2020-02-18
1668,187-7-79-533422-6,660,4,"Buena historia, bien desarrollada.",2020-06-17
1669,293-1-10-059129-8,745,3,"Pasable, lectura ligera.",2023-01-21
1670,479-8-01-170564-4,477,3,"Está bien, pero no me atrapó del todo.",2022-11-11
1671,066-5-69-300903-9,601,4,Interesante y bien estructurado.,2022-03-09
1672,981-0-53-405347-9,546,2,Poco claro en algunos capítulos.,2020-02-13
1673,239-8-68-000257-4,270,1,De los peores libros que he leído.,2021-02-04
1674,533-8-37-331074-3,307,4,"Buena historia, bien desarrollada.",2022-06-17
1675,668-4-80-316367-0,458,2,"Flojo, esperaba más del autor.",2020-04-07
1676,039-2-05-146074-3,259,5,"Una lectura imprescindible, muy bien escrito.",2021-05-13
1677,981-9-87-809270-0,289,5,"Una lectura imprescindible, muy bien escrito.",2024-03-19
1678,248-1-72-971311-8,390,1,"No me gustó nada, mal escrito.",2022-11-03
1679,173-0-63-908583-1,679,1,De los peores libros que he leído.,2023-02-06
1680,278-6-02-849635-0,532,3,"Regular, algunas partes aburridas.",2020-10-30
1681,593-6-01-941270-9,264,4,"Cumple lo que promete, recomendable.",2023-09-24
1682,505-7-39-769156-9,465,3,"Regular, algunas partes aburridas.",2024-12-09
1683,444-4-63-060002-9,704,2,"Demasiado simple, le falta desarrollo.",2024-05-27
1684,079-1-79-138601-4,704,1,"No me gustó nada, mal escrito.",2024-11-01
1685,108-1-94-842262-7,309,4,"Buena historia, bien desarrollada.",2021-02-27
1686,038-4-98-302205-2,275,1,No vale la pena leerlo.,2022-10-23
1687,320-9-48-168531-8,220,4,Interesante y bien estructurado.,2020-01-04
1688,384-6-89-500975-2,600,3,"Regular, algunas partes aburridas.",2023-09-12
1689,028-9-96-668685-9,789,1,No vale la pena leerlo.,2025-07-02
1690,428-1-43-519419-9,647,4,"Muy bueno, aunque esperaba un poco más.",2022-07-14
1691,896-1-18-367365-3,594,4,"Muy bueno, aunque esperaba un poco más.",2024-01-10
1692,730-5-39-003432-5,511,4,"Muy bueno, aunque esperaba un poco más.",2021-01-06
1693,492-0-31-759145-8,748,3,"Está bien, pero no me atrapó del todo.",2025-02-25
1694,724-2-27-496652-8,408,2,"Demasiado simple, le falta desarrollo.",2020-06-10
1695,385-8-00-999866-1,396,3,"Pasable, lectura ligera.",2021-03-13
1696,169-0-47-610296-5,699,1,De los peores libros que he leído.,2022-02-15
1697,861-9-93-145843-3,237,2,"Flojo, esperaba más del autor.",2022-09-03
1698,932-2-06-462066-8,599,1,No vale la pena leerlo.,2023-06-14
1699,319-8-54-480667-1,747,4,"Muy bueno, aunque esperaba un poco más.",2020-05-31
1700,848-7-49-400926-9,258,3,"Está bien, pero no me atrapó del todo.",2024-07-18
1701,216-5-05-871469-4,417,5,De lo mejor que he leído últimamente.,2021-09-02
1702,370-9-97-263329-8,439,1,"Muy malo, una pérdida de tiempo.",2021-08-02
1703,974-1-88-682875-3,220,4,"Buen libro, aunque con algunos altibajos.",2020-07-06
1704,963-3-46-746466-8,334,1,"No me gustó nada, mal escrito.",2020-07-23
1705,490-2-37-432692-1,300,4,"Buen libro, aunque con algunos altibajos.",2021-11-30
1706,002-3-09-729678-1,266,1,"Muy malo, una pérdida de tiempo.",2025-07-29
1707,590-4-75-476917-4,426,1,"No me gustó nada, mal escrito.",2024-10-11
1708,517-1-35-284547-4,612,3,"Está bien, pero no me atrapó del todo.",2021-07-16
1709,477-5-68-863713-3,419,1,No vale la pena leerlo.,2021-12-11
1710,416-3-82-511723-3,265,1,Confuso y aburrido.,2021-08-01
1711,049-5-66-865103-7,373,3,Tiene puntos interesantes pero no destaca.,2021-11-06
1712,958-8-07-327146-2,450,5,"Excelente libro, lo recomiendo totalmente.",2021-06-30
1713,847-0-68-103903-3,586,2,"Flojo, esperaba más del autor.",2025-06-17
1714,788-1-16-162028-2,207,1,"No me gustó nada, mal escrito.",2020-12-31
1715,683-4-85-497515-3,491,4,"Cumple lo que promete, recomendable.",2021-06-03
1716,106-5-73-517454-8,347,3,Tiene puntos interesantes pero no destaca.,2025-01-18
1717,034-5-94-893049-2,445,2,"Demasiado simple, le falta desarrollo.",2020-06-03
1718,216-5-15-567337-5,385,4,"Buen libro, aunque con algunos altibajos.",2020-12-26
1719,054-1-13-713463-8,557,4,"Muy bueno, aunque esperaba un poco más.",2022-08-23
1720,370-8-51-191944-2,321,5,"Excelente libro, lo recomiendo totalmente.",2024-01-22
1721,023-2-58-699800-0,720,2,"No lo recomendaría, bastante predecible.",2022-05-02
1722,450-3-37-902940-6,255,2,"Flojo, esperaba más del autor.",2021-09-03
1723,454-5-36-793263-3,710,2,No me convenció la trama.,2020-06-25
1724,058-3-19-971791-6,573,3,"Regular, algunas partes aburridas.",2024-11-15
1725,557-7-79-174312-6,543,5,De lo mejor que he leído últimamente.,2020-06-26
1726,994-7-11-363379-8,254,5,"Una lectura imprescindible, muy bien escrito.",2021-10-09
1727,471-7-54-558845-5,697,5,"Excelente libro, lo recomiendo totalmente.",2020-10-17
1728,566-5-18-378477-9,656,5,"Simplemente perfecto, gran autor.",2023-08-28
1729,470-8-07-092785-7,404,3,"Regular, algunas partes aburridas.",2021-03-27
1730,744-5-40-691438-5,434,1,"No me gustó nada, mal escrito.",2024-08-16
1731,220-0-74-859724-6,585,2,"Flojo, esperaba más del autor.",2025-04-13
1732,136-0-49-474214-5,697,1,De los peores libros que he leído.,2021-08-16
1733,646-3-98-970145-2,666,2,"No lo recomendaría, bastante predecible.",2024-03-09
1734,377-7-29-665633-0,669,2,Poco claro en algunos capítulos.,2023-01-09
1735,627-2-05-364991-6,544,2,"Flojo, esperaba más del autor.",2020-09-01
1736,032-8-26-735490-3,340,1,De los peores libros que he leído.,2025-02-21
1737,330-9-94-791415-7,376,3,"Regular, algunas partes aburridas.",2023-04-23
1738,055-1-62-977291-0,361,5,"Una lectura imprescindible, muy bien escrito.",2022-07-29
1739,490-2-28-403595-1,622,5,De lo mejor que he leído últimamente.,2022-06-05
1740,067-0-99-053032-2,685,4,"Buena historia, bien desarrollada.",2020-02-29
1741,750-3-80-954185-7,453,2,Poco claro en algunos capítulos.,2024-11-13
1742,370-9-97-263329-8,428,5,"Una lectura imprescindible, muy bien escrito.",2020-01-21
1743,072-7-42-005029-2,246,1,De los peores libros que he leído.,2025-08-27
1744,823-2-98-324826-7,636,5,De lo mejor que he leído últimamente.,2025-05-17
1745,159-5-91-945757-5,664,4,Interesante y bien estructurado.,2020-12-06
1746,800-6-48-615779-7,213,4,Interesante y bien estructurado.,2021-06-27
1747,208-9-67-604062-4,503,2,"Flojo, esperaba más del autor.",2020-03-06
1748,509-4-78-641638-9,513,2,"No lo recomendaría, bastante predecible.",2020-04-09
1749,510-2-71-905814-5,675,2,"No lo recomendaría, bastante predecible.",2022-01-27
1750,537-0-06-323998-9,676,1,"Muy malo, una pérdida de tiempo.",2024-04-25
1751,860-7-81-384751-2,744,1,Confuso y aburrido.,2024-10-10
1752,335-7-02-409398-1,756,5,"Una lectura imprescindible, muy bien escrito.",2020-11-27
1753,443-0-65-772112-0,257,5,"Magnífico, superó mis expectativas.",2020-07-30
1754,754-3-73-476427-3,593,3,"Pasable, lectura ligera.",2020-06-16
1755,653-4-80-249668-5,576,2,"Demasiado simple, le falta desarrollo.",2020-10-01
1756,941-3-82-258140-3,410,2,Poco claro en algunos capítulos.,2022-09-04
